ECU_ID,Manufacturing_Line_ID,Process_Stage,Temperature,Pressure,Speed,Alignment_Tolerance,Voltage,Current,Defect_Rate_in_Batch,Material_Quality_Indicator,Assembly_Errors,Quality_Check_Results,Production_Time,Rework_Count,Factory_Temperature,Humidity_Levels,Operator_ID,Historical_Failure_Rate,Anomaly_Score,Manufacturing_Error
ECU_2988,Line_C,Testing,177.85,1.25,26.85,0.077,4.52,0.98,3.64,Medium,2,Pass,5.21,3,24.5,48.16,Operator_18,4.89,0.31,0
ECU_2989,Line_B,Soldering,197.46,0.9,97.44,0.049,4.77,1.47,3.04,Low,2,Pass,19.38,0,34.44,61.21,Operator_19,3.84,0.8,0
ECU_2990,Line_A,Assembly,170.32,1.1,71.37,0.026,3.32,1.15,0.68,High,4,Pass,11.04,1,24.21,36.76,Operator_19,0.19,0.83,0
ECU_2991,Line_A,Assembly,184.9,1.49,49.22,0.02,4.96,0.37,0.07,High,1,Pass,15.12,0,34.18,52.7,Operator_19,7.07,0.05,1
ECU_2992,Line_B,Soldering,292.47,1.12,58.83,0.01,3.63,0.59,3.7,High,0,Fail,17.02,3,23.29,53.9,Operator_6,5.28,0.38,1
ECU_2993,Line_B,Assembly,173.94,0.94,86.59,0.018,4.11,1.22,4.76,Medium,5,Fail,5.93,0,22.15,30.53,Operator_11,4.1,0.13,0
ECU_2994,Line_A,Testing,224.48,1.08,93.17,0.092,4.08,0.38,0.03,Medium,1,Fail,19.52,1,27.11,34.58,Operator_5,8.28,0.06,0
ECU_2995,Line_B,Soldering,243.22,1.37,57.77,0.091,4.15,1.12,0.02,Low,4,Fail,16.2,2,24.24,41.98,Operator_2,4.86,0.56,0
ECU_2996,Line_C,Assembly,219.07,1.4,84.87,0.066,4.19,0.17,2.56,Low,0,Pass,6.05,0,20.18,61.4,Operator_4,8.16,0.12,0
ECU_2997,Line_C,Assembly,170.17,1.26,54.91,0.059,4.51,0.83,2.89,Medium,0,Pass,6.25,0,28.35,35.2,Operator_15,8.66,0.4,1
ECU_2998,Line_A,Assembly,290.8,1.12,75.43,0.064,3.19,0.54,4.29,Medium,0,Pass,6.98,1,21.31,40.98,Operator_4,2.45,0.35,0
ECU_2999,Line_B,Testing,268.93,1.38,66.04,0.032,4.18,0.88,3.91,High,4,Pass,7.04,1,28.45,63.61,Operator_8,4.02,0.23,0
ECU_3000,Line_B,Testing,201.91,1.29,93.77,0.03,3.32,0.76,4.25,Low,2,Pass,7.68,0,32.39,30.35,Operator_17,6.43,0.27,1
ECU_3001,Line_C,Assembly,205.32,1.09,30.8,0.011,4.0,1.33,3.47,Medium,0,Fail,13.62,0,31.79,55.46,Operator_19,4.71,0.45,1
ECU_3002,Line_A,Soldering,295.83,0.87,41.11,0.042,3.17,0.8,3.84,Medium,5,Pass,11.01,2,33.11,44.4,Operator_2,8.24,0.97,0
ECU_3003,Line_C,Packaging,254.93,1.42,55.71,0.088,3.38,0.26,2.77,High,5,Pass,18.51,1,20.07,30.91,Operator_3,4.55,0.84,1
ECU_3004,Line_B,Assembly,219.2,1.4,73.93,0.058,4.71,0.54,3.39,Medium,0,Fail,18.34,2,34.5,33.66,Operator_1,7.08,0.93,0
ECU_3005,Line_C,Testing,267.87,1.05,31.94,0.061,3.38,0.97,4.06,Medium,5,Pass,13.81,3,33.85,34.58,Operator_1,6.69,0.07,1
ECU_3006,Line_A,Soldering,299.07,1.32,24.15,0.098,4.85,0.88,4.25,Medium,3,Pass,13.32,0,34.07,68.02,Operator_3,8.34,0.39,1
ECU_3007,Line_A,Soldering,252.46,1.24,77.53,0.092,4.7,1.39,3.63,Medium,0,Pass,8.35,3,24.87,61.51,Operator_8,2.24,0.86,1
ECU_3008,Line_C,Testing,276.48,1.33,33.82,0.076,3.44,1.49,3.83,Medium,3,Fail,8.86,2,20.91,65.11,Operator_10,6.86,0.25,0
ECU_3009,Line_C,Testing,194.83,1.27,62.8,0.026,3.09,1.03,4.5,Low,1,Pass,11.11,0,25.15,54.11,Operator_20,5.48,0.28,0
ECU_3010,Line_C,Testing,190.76,1.18,69.5,0.014,4.0,1.3,2.64,Medium,1,Fail,8.8,3,22.05,67.55,Operator_5,0.16,0.18,0
ECU_3011,Line_C,Soldering,291.05,1.26,72.41,0.024,3.21,0.94,4.96,Low,5,Pass,8.63,2,34.14,59.03,Operator_11,7.14,0.69,1
ECU_3012,Line_A,Soldering,198.04,1.05,79.31,0.017,4.56,0.6,1.3,Medium,1,Fail,19.62,3,32.55,43.66,Operator_20,4.13,0.72,1
ECU_3013,Line_C,Packaging,262.39,1.08,42.25,0.048,3.51,0.8,4.07,Low,1,Pass,10.65,3,28.96,63.38,Operator_14,2.09,0.85,0
ECU_3014,Line_A,Packaging,175.53,1.33,55.63,0.03,4.25,0.28,1.09,High,3,Pass,15.73,1,20.71,62.29,Operator_1,7.17,0.25,1
ECU_3015,Line_B,Assembly,219.07,1.04,36.63,0.087,4.19,0.36,4.35,Medium,1,Fail,18.39,1,25.71,43.26,Operator_6,8.46,0.72,0
ECU_3016,Line_A,Packaging,258.76,1.15,84.01,0.07,3.01,1.29,2.94,Low,3,Fail,15.09,2,30.79,37.69,Operator_14,7.15,0.91,0
ECU_3017,Line_A,Testing,215.61,1.12,34.35,0.039,3.75,1.27,0.17,High,1,Pass,16.43,0,32.04,41.85,Operator_19,7.92,0.55,0
ECU_3018,Line_B,Packaging,266.98,1.1,30.53,0.089,3.94,0.21,4.26,High,0,Fail,6.27,0,28.23,58.31,Operator_8,8.83,0.64,1
ECU_3019,Line_B,Assembly,200.06,1.35,39.31,0.068,3.68,0.79,4.23,Low,4,Fail,8.57,1,33.09,35.39,Operator_20,7.15,0.79,0
ECU_3020,Line_A,Testing,195.46,1.14,24.76,0.049,3.22,0.36,3.68,Low,3,Fail,8.11,0,26.1,45.55,Operator_10,3.23,0.03,1
ECU_3021,Line_A,Soldering,202.25,0.9,49.96,0.093,4.78,0.69,3.63,High,4,Fail,15.2,1,22.96,36.66,Operator_16,3.5,0.36,1
ECU_3022,Line_C,Testing,265.67,1.25,28.27,0.076,3.37,0.63,3.51,High,2,Fail,6.47,0,34.08,43.41,Operator_5,8.5,0.42,1
ECU_3023,Line_C,Assembly,212.43,1.46,56.07,0.054,4.55,0.9,4.6,High,0,Pass,17.25,2,30.7,35.75,Operator_11,8.36,0.79,0
ECU_3024,Line_C,Testing,173.79,0.88,95.69,0.055,3.23,1.47,4.13,Medium,4,Fail,10.55,1,33.12,30.78,Operator_6,7.68,0.54,1
ECU_3025,Line_B,Testing,168.95,1.36,71.81,0.058,3.15,1.3,2.63,High,2,Fail,7.53,2,31.28,49.36,Operator_17,6.69,0.58,1
ECU_3026,Line_A,Testing,182.21,1.5,27.09,0.034,3.94,1.22,4.54,Medium,2,Pass,17.87,0,27.11,67.39,Operator_3,0.96,0.45,1
ECU_3027,Line_A,Packaging,227.99,1.13,68.08,0.032,4.87,1.46,2.33,High,5,Fail,13.87,2,28.67,31.45,Operator_13,3.31,0.15,0
ECU_3028,Line_C,Testing,243.16,0.93,31.32,0.022,4.44,0.33,0.25,Medium,3,Pass,19.93,0,24.01,34.54,Operator_16,8.16,0.72,0
ECU_3029,Line_A,Assembly,277.7,0.92,21.91,0.094,4.85,0.27,3.98,Medium,2,Pass,7.41,3,23.15,30.25,Operator_5,0.13,0.03,1
ECU_3030,Line_B,Testing,283.14,1.04,63.19,0.095,4.08,1.18,4.07,Low,4,Pass,10.63,2,27.02,36.59,Operator_5,2.76,0.01,1
ECU_3031,Line_B,Packaging,237.83,0.97,39.6,0.041,3.12,1.27,2.98,High,5,Pass,14.24,2,24.17,40.0,Operator_15,8.36,0.72,1
ECU_3032,Line_B,Assembly,165.13,1.4,88.51,0.027,4.53,0.72,1.91,High,3,Pass,10.02,3,29.83,44.99,Operator_16,7.62,0.15,1
ECU_3033,Line_A,Assembly,200.52,1.44,81.83,0.011,4.97,1.41,3.57,High,4,Fail,9.52,1,32.86,40.89,Operator_18,2.14,0.39,1
ECU_3034,Line_C,Packaging,278.25,1.4,73.67,0.08,3.8,0.59,4.52,Low,0,Fail,9.64,1,25.4,41.13,Operator_2,9.64,0.33,0
ECU_3035,Line_B,Assembly,174.6,1.47,84.71,0.06,4.69,0.51,1.42,High,1,Pass,9.92,1,27.66,58.02,Operator_16,8.66,0.67,0
ECU_3036,Line_C,Soldering,220.23,1.36,38.39,0.076,3.22,0.34,4.66,Medium,5,Pass,17.6,3,28.67,50.22,Operator_4,6.79,0.36,0
ECU_3037,Line_A,Testing,202.66,1.29,76.39,0.071,3.26,0.47,1.21,High,3,Pass,10.79,0,31.5,59.33,Operator_8,6.85,0.62,0
ECU_3038,Line_A,Packaging,259.87,1.08,52.84,0.09,3.43,0.5,3.78,Low,0,Fail,5.68,2,21.75,43.88,Operator_4,0.22,0.79,1
ECU_3039,Line_C,Soldering,212.74,1.32,59.21,0.092,4.34,0.22,3.26,Low,2,Fail,19.32,2,34.51,35.12,Operator_14,7.42,0.47,1
ECU_3040,Line_A,Packaging,198.79,1.11,33.74,0.097,4.78,0.96,1.99,Low,1,Fail,15.16,0,23.65,30.05,Operator_18,6.06,0.06,1
ECU_3041,Line_C,Assembly,268.93,1.25,37.6,0.058,3.12,0.73,3.12,High,3,Pass,6.94,1,21.75,49.15,Operator_11,4.75,0.12,1
ECU_3042,Line_A,Soldering,271.01,1.31,31.57,0.023,3.56,0.65,4.6,Low,5,Pass,12.3,3,27.23,34.42,Operator_2,2.51,0.09,0
ECU_3043,Line_B,Packaging,246.55,1.31,63.5,0.052,3.67,0.25,4.12,High,4,Pass,9.67,0,22.5,49.59,Operator_16,0.45,0.43,1
ECU_3044,Line_A,Soldering,288.17,1.12,72.27,0.054,4.07,1.06,4.2,High,1,Pass,10.12,0,33.57,66.5,Operator_5,6.54,0.15,0
ECU_3045,Line_B,Packaging,192.68,1.4,20.12,0.072,3.94,0.76,3.79,Medium,5,Fail,13.19,3,26.85,36.29,Operator_15,1.38,0.26,1
ECU_3046,Line_C,Packaging,193.81,1.27,32.34,0.052,4.27,1.17,2.76,Low,4,Fail,11.87,3,31.99,47.29,Operator_3,3.69,0.95,0
ECU_3047,Line_A,Assembly,172.72,1.28,40.8,0.073,3.79,1.11,3.61,Medium,2,Fail,5.47,1,30.71,43.38,Operator_19,4.84,0.01,1
ECU_3048,Line_A,Packaging,164.82,1.05,75.18,0.043,3.74,0.95,2.18,High,1,Pass,19.17,0,34.64,39.26,Operator_6,3.82,0.64,1
ECU_3049,Line_A,Soldering,253.46,1.32,63.64,0.041,3.84,1.14,0.05,Low,0,Pass,18.73,3,30.11,51.22,Operator_10,1.76,0.22,1
ECU_3050,Line_C,Testing,247.59,1.33,40.94,0.04,3.15,0.81,4.84,High,3,Fail,5.8,0,20.22,52.49,Operator_17,0.79,0.52,0
ECU_3051,Line_B,Assembly,271.26,0.98,97.83,0.027,3.99,0.19,4.86,High,4,Fail,13.63,2,30.0,30.82,Operator_10,9.29,0.72,0
ECU_3052,Line_C,Packaging,181.29,0.99,37.33,0.059,4.53,0.65,2.92,High,3,Fail,6.45,0,22.72,59.01,Operator_16,2.17,0.92,0
ECU_3053,Line_C,Testing,226.32,1.36,36.51,0.076,4.84,0.77,1.39,Medium,5,Pass,10.32,3,23.06,34.41,Operator_9,4.96,0.5,0
ECU_3054,Line_A,Testing,279.07,0.85,43.46,0.058,4.36,0.19,0.48,Medium,0,Fail,13.56,1,30.47,66.86,Operator_7,5.22,0.82,0
ECU_3055,Line_B,Assembly,255.08,1.23,96.86,0.072,3.94,0.3,4.99,Low,2,Fail,5.16,3,33.21,39.85,Operator_4,5.93,0.29,1
ECU_3056,Line_C,Soldering,152.49,0.97,37.83,0.05,4.26,1.3,4.34,Low,4,Fail,7.96,3,21.12,43.11,Operator_20,7.27,0.41,0
ECU_3057,Line_A,Assembly,193.35,0.94,71.36,0.051,4.8,0.36,1.96,High,0,Fail,6.57,0,24.73,42.56,Operator_8,2.67,0.14,0
ECU_3058,Line_B,Packaging,204.81,1.42,85.34,0.09,3.85,0.29,0.46,Low,3,Pass,6.46,1,28.3,39.89,Operator_18,6.03,0.01,0
ECU_3059,Line_A,Assembly,158.55,0.9,83.54,0.025,4.79,0.57,3.96,Low,3,Fail,19.83,0,28.87,44.24,Operator_19,1.91,0.87,1
ECU_3060,Line_A,Assembly,221.52,1.4,50.31,0.094,3.12,1.38,2.08,Medium,3,Fail,12.47,0,30.47,52.31,Operator_4,9.71,0.5,1
ECU_3061,Line_A,Packaging,252.52,1.14,61.3,0.078,3.82,0.78,4.01,High,4,Pass,13.28,0,30.21,64.26,Operator_17,7.16,0.01,1
ECU_3062,Line_B,Testing,172.66,0.87,67.11,0.057,3.68,0.12,1.33,High,2,Pass,11.77,2,23.89,54.36,Operator_2,4.37,0.18,0
ECU_3063,Line_A,Assembly,169.95,1.48,87.56,0.033,4.78,0.87,1.69,High,0,Pass,10.71,3,23.22,50.88,Operator_20,4.55,0.61,1
ECU_3064,Line_A,Packaging,220.18,1.19,31.66,0.09,4.88,1.17,2.01,Medium,1,Fail,17.5,0,34.21,35.49,Operator_17,7.65,0.11,0
ECU_3065,Line_B,Packaging,214.23,1.48,27.1,0.017,3.2,0.55,3.04,Low,1,Fail,10.05,0,26.41,37.1,Operator_7,8.96,0.73,0
ECU_3066,Line_B,Packaging,234.54,0.84,46.64,0.072,4.22,0.4,1.48,High,4,Pass,8.69,3,21.08,41.59,Operator_11,7.14,0.53,0
ECU_3067,Line_B,Soldering,294.78,0.98,44.43,0.051,4.32,1.42,0.87,High,1,Fail,9.43,0,22.48,38.61,Operator_9,0.5,0.1,0
ECU_3068,Line_C,Soldering,292.77,1.43,69.05,0.057,4.77,1.49,1.53,Low,1,Pass,6.75,3,22.96,30.51,Operator_13,9.37,0.14,1
ECU_3069,Line_C,Packaging,269.6,0.9,66.11,0.094,4.29,0.1,3.16,High,0,Pass,9.22,1,29.5,50.94,Operator_12,8.62,0.34,0
ECU_3070,Line_A,Soldering,234.65,1.48,41.65,0.087,4.67,0.23,3.89,High,1,Pass,6.91,0,20.75,64.69,Operator_19,9.53,0.65,1
ECU_3071,Line_B,Soldering,291.71,0.93,31.33,0.073,3.79,0.2,4.45,Medium,4,Pass,8.22,2,33.47,50.17,Operator_4,4.79,0.07,1
ECU_3072,Line_C,Packaging,223.42,1.1,53.12,0.084,3.94,1.17,4.62,Low,2,Fail,12.99,2,30.27,46.04,Operator_17,2.2,0.66,1
ECU_3073,Line_A,Testing,285.08,1.4,50.67,0.045,4.89,0.34,1.74,High,4,Fail,19.99,0,21.12,65.84,Operator_19,8.87,0.31,1
ECU_3074,Line_A,Testing,279.23,1.01,32.17,0.059,4.17,1.15,0.76,Medium,1,Fail,19.26,3,33.36,36.81,Operator_9,5.11,0.86,0
ECU_3075,Line_B,Soldering,234.14,1.29,54.06,0.047,4.91,0.91,1.35,Medium,0,Fail,5.12,0,26.05,38.62,Operator_11,7.09,0.31,0
ECU_3076,Line_A,Assembly,182.36,1.31,35.85,0.089,4.12,1.09,2.85,Low,3,Pass,17.22,1,31.38,38.01,Operator_11,4.86,0.57,0
ECU_3077,Line_A,Assembly,167.0,1.09,60.87,0.069,4.16,1.22,4.16,Medium,3,Pass,5.11,0,21.01,58.29,Operator_2,9.2,0.7,0
ECU_3078,Line_A,Assembly,299.49,0.99,51.57,0.017,3.5,1.48,4.51,Low,4,Pass,18.02,0,25.41,40.47,Operator_13,6.62,0.73,0
ECU_3079,Line_A,Testing,174.15,0.94,91.7,0.069,4.83,0.97,2.77,Medium,1,Pass,8.37,3,28.49,34.34,Operator_13,8.55,0.95,1
ECU_3080,Line_C,Assembly,199.95,1.32,56.14,0.034,4.75,1.44,1.34,Medium,1,Fail,19.75,1,30.38,36.5,Operator_9,2.22,0.39,1
ECU_3081,Line_A,Packaging,270.78,1.27,68.3,0.084,3.55,0.26,1.22,High,2,Pass,12.14,2,21.83,59.39,Operator_8,4.56,0.92,0
ECU_3082,Line_A,Assembly,187.98,0.85,54.2,0.068,4.36,1.17,0.7,High,2,Pass,18.3,2,33.81,48.25,Operator_6,1.09,0.31,0
ECU_3083,Line_B,Packaging,269.12,1.46,51.38,0.069,4.69,1.26,3.08,Low,4,Pass,18.7,3,27.61,54.49,Operator_19,8.13,0.1,0
ECU_3084,Line_A,Packaging,224.93,0.98,54.18,0.069,4.87,1.12,2.85,Low,5,Pass,12.17,2,20.42,44.81,Operator_12,0.8,0.09,0
ECU_3085,Line_A,Testing,227.92,1.04,51.59,0.016,4.39,0.35,4.18,Medium,4,Pass,19.98,0,26.65,47.91,Operator_10,2.55,0.83,1
ECU_3086,Line_C,Assembly,201.88,1.25,78.2,0.043,4.01,0.88,4.7,Low,0,Fail,7.14,0,29.75,67.13,Operator_3,0.4,0.44,0
ECU_3087,Line_C,Soldering,281.35,1.31,50.69,0.082,4.91,0.95,1.62,Medium,5,Fail,5.64,1,25.73,38.89,Operator_6,7.11,0.61,1
ECU_3088,Line_B,Packaging,162.5,0.83,70.12,0.038,3.64,0.8,4.84,Medium,2,Pass,12.84,2,30.26,64.62,Operator_5,9.99,0.69,1
ECU_3089,Line_B,Soldering,160.3,0.8,87.38,0.095,4.93,0.55,4.69,Medium,5,Pass,13.8,1,21.65,44.03,Operator_17,0.31,0.67,0
ECU_3090,Line_B,Assembly,174.35,1.22,74.58,0.047,4.61,1.4,4.15,Low,1,Pass,18.77,3,24.37,66.99,Operator_5,9.37,0.45,1
ECU_3091,Line_B,Packaging,207.21,1.17,33.29,0.024,4.52,1.49,0.37,High,2,Pass,11.86,2,24.48,37.15,Operator_17,6.32,0.6,0
ECU_3092,Line_A,Soldering,236.67,1.36,77.27,0.033,3.77,0.35,4.22,High,3,Fail,12.65,2,28.17,38.34,Operator_4,9.3,0.83,1
ECU_3093,Line_B,Assembly,150.2,1.09,90.8,0.034,3.51,1.34,3.36,High,3,Fail,14.09,1,25.81,48.66,Operator_20,6.53,0.24,1
ECU_3094,Line_C,Testing,195.85,1.39,81.08,0.044,4.09,1.11,0.75,Low,5,Pass,15.88,2,30.53,60.05,Operator_2,4.85,0.42,1
ECU_3095,Line_A,Assembly,245.98,1.31,99.8,0.071,3.69,1.05,2.2,Low,2,Pass,8.13,0,21.12,53.79,Operator_19,8.99,0.68,1
ECU_3096,Line_C,Soldering,158.85,1.22,25.29,0.012,3.84,1.5,4.55,High,4,Pass,5.72,3,28.94,37.21,Operator_8,9.74,0.75,1
ECU_3097,Line_A,Testing,208.4,0.87,85.91,0.057,3.52,1.12,2.06,Medium,3,Fail,8.56,1,27.62,38.18,Operator_2,8.37,0.14,0
ECU_3098,Line_A,Assembly,297.74,1.15,50.84,0.029,3.05,0.82,4.76,Low,4,Pass,19.56,2,22.58,30.61,Operator_5,4.49,0.03,1
ECU_3099,Line_C,Soldering,209.58,0.99,41.52,0.083,4.12,1.02,1.44,Medium,4,Fail,5.08,1,32.86,50.58,Operator_12,3.31,0.57,0
ECU_3100,Line_B,Testing,256.2,1.0,33.02,0.082,3.51,0.5,3.82,High,2,Fail,15.41,2,29.88,68.36,Operator_3,2.04,0.79,0
ECU_3101,Line_A,Packaging,229.44,0.97,70.98,0.066,4.76,0.24,4.73,Medium,3,Pass,17.29,3,28.18,66.36,Operator_20,3.01,0.66,1
ECU_3102,Line_C,Soldering,261.79,0.96,24.5,0.098,3.04,0.73,1.48,Low,1,Fail,6.34,3,30.22,50.52,Operator_17,9.8,0.67,1
ECU_3103,Line_C,Packaging,163.43,0.87,42.74,0.025,3.97,0.48,1.66,Medium,3,Fail,10.29,1,24.54,54.1,Operator_11,7.93,0.2,1
ECU_3104,Line_C,Testing,211.84,0.8,31.08,0.034,4.78,0.76,2.45,Medium,4,Pass,8.57,1,32.31,56.16,Operator_11,4.7,0.15,1
ECU_3105,Line_A,Testing,228.73,1.08,93.05,0.014,4.51,1.35,3.97,Medium,5,Pass,16.25,1,23.5,49.31,Operator_10,0.73,0.06,1
ECU_3106,Line_C,Packaging,233.74,1.31,87.85,0.078,3.48,0.46,0.04,Medium,2,Pass,7.44,2,29.83,69.15,Operator_20,7.91,0.02,1
ECU_3107,Line_A,Soldering,152.57,1.24,29.82,0.089,3.24,0.86,1.68,Low,5,Pass,18.45,0,33.95,44.72,Operator_9,5.96,0.83,0
ECU_3108,Line_A,Soldering,208.38,1.03,65.19,0.026,3.53,0.5,4.73,High,4,Pass,6.9,0,28.48,58.47,Operator_16,0.61,0.29,1
ECU_3109,Line_B,Packaging,232.68,1.2,44.9,0.097,3.63,0.45,3.07,High,2,Pass,14.68,0,23.97,49.75,Operator_17,7.38,0.99,1
ECU_3110,Line_C,Soldering,154.48,1.37,38.11,0.09,4.77,0.8,0.41,Low,4,Fail,12.42,0,21.32,64.81,Operator_11,9.78,0.41,0
ECU_3111,Line_B,Testing,268.03,1.44,47.17,0.092,3.1,0.11,0.69,High,3,Pass,8.67,3,31.6,35.83,Operator_18,2.6,0.31,1
ECU_3112,Line_B,Packaging,159.4,1.26,35.88,0.012,3.77,0.4,2.74,Low,2,Fail,6.34,0,23.4,61.85,Operator_15,0.48,0.89,0
ECU_3113,Line_B,Soldering,155.25,1.35,64.71,0.062,3.47,0.78,3.26,High,3,Fail,16.14,3,27.29,62.55,Operator_13,5.68,0.9,0
ECU_3114,Line_C,Assembly,248.49,1.34,76.64,0.044,3.53,0.85,2.93,High,0,Pass,16.5,1,26.97,44.15,Operator_3,2.32,0.96,1
ECU_3115,Line_B,Testing,289.13,0.94,93.94,0.035,3.74,0.27,2.08,Low,3,Fail,12.04,0,25.61,33.52,Operator_12,5.42,0.83,0
ECU_3116,Line_A,Packaging,212.31,1.29,58.36,0.049,3.1,0.39,4.15,Medium,3,Fail,18.62,3,28.07,30.41,Operator_19,4.74,0.96,0
ECU_3117,Line_B,Soldering,183.64,1.13,61.32,0.056,4.34,0.54,1.07,High,3,Pass,6.57,0,34.75,34.21,Operator_3,7.34,0.21,1
ECU_3118,Line_A,Packaging,193.78,1.35,31.65,0.04,3.53,1.01,0.6,High,5,Pass,14.67,0,24.57,48.45,Operator_1,7.29,0.57,0
ECU_3119,Line_B,Assembly,185.63,0.87,99.93,0.09,3.96,1.06,1.09,Low,0,Fail,14.85,3,25.8,65.65,Operator_16,9.34,0.92,1
ECU_3120,Line_B,Packaging,216.65,0.93,87.14,0.074,4.29,0.98,1.13,Medium,2,Pass,19.85,3,20.31,51.63,Operator_5,2.39,0.34,1
ECU_3121,Line_A,Packaging,184.69,1.49,97.69,0.053,4.19,1.32,1.5,High,5,Pass,9.6,1,34.88,44.14,Operator_20,3.98,0.88,0
ECU_3122,Line_B,Packaging,254.71,0.84,75.36,0.018,4.63,0.97,2.03,Low,4,Pass,16.49,1,23.43,55.07,Operator_10,3.25,0.37,1
ECU_3123,Line_C,Assembly,157.51,1.33,52.52,0.018,3.26,1.32,3.37,Medium,5,Pass,18.82,0,24.94,55.82,Operator_10,1.99,0.01,1
ECU_3124,Line_B,Assembly,207.61,1.23,33.1,0.05,4.39,0.46,2.3,High,2,Fail,19.07,2,30.24,36.14,Operator_17,9.37,0.75,1
ECU_3125,Line_A,Soldering,226.05,1.17,20.63,0.049,3.18,0.13,1.29,Medium,5,Fail,5.06,0,25.62,53.32,Operator_11,3.48,0.24,1
ECU_3126,Line_A,Testing,280.07,1.36,69.64,0.057,3.92,1.3,0.54,Low,4,Pass,6.87,2,27.22,32.09,Operator_5,3.96,0.66,0
ECU_3127,Line_C,Assembly,202.14,0.83,53.15,0.012,3.68,0.66,4.37,Low,0,Fail,11.54,0,29.81,60.03,Operator_11,7.35,0.94,0
ECU_3128,Line_C,Soldering,247.76,1.16,57.4,0.045,3.42,0.51,3.87,Low,3,Pass,12.77,0,31.04,56.81,Operator_9,2.71,0.28,0
ECU_3129,Line_A,Soldering,297.82,1.03,92.19,0.035,3.17,0.29,4.34,Medium,1,Fail,15.88,0,27.96,65.46,Operator_17,6.33,0.43,0
ECU_3130,Line_C,Testing,159.16,0.97,51.79,0.054,3.59,0.15,2.09,High,5,Fail,17.46,3,27.04,42.62,Operator_4,7.6,0.97,1
ECU_3131,Line_A,Testing,266.14,1.36,21.72,0.064,4.61,1.44,2.95,Medium,1,Pass,7.82,1,30.47,63.73,Operator_16,5.84,0.96,0
ECU_3132,Line_A,Packaging,226.55,1.31,54.89,0.059,4.94,0.94,2.71,Medium,5,Fail,17.95,0,23.98,30.69,Operator_12,2.7,0.66,0
ECU_3133,Line_B,Packaging,226.94,1.01,40.21,0.098,4.95,0.85,0.85,Low,0,Pass,17.05,0,22.47,50.65,Operator_17,4.01,0.0,1
ECU_3134,Line_A,Soldering,168.98,1.0,40.92,0.011,3.02,0.81,3.04,High,2,Pass,10.36,1,25.92,36.27,Operator_20,8.05,0.85,0
ECU_3135,Line_A,Soldering,271.24,1.32,55.97,0.062,4.68,0.45,2.59,Medium,4,Pass,8.01,2,32.68,49.57,Operator_8,4.95,0.42,1
ECU_3136,Line_B,Soldering,191.85,1.16,33.39,0.074,4.99,0.9,1.55,High,3,Pass,13.19,3,33.4,39.56,Operator_5,1.8,0.01,0
ECU_3137,Line_A,Soldering,237.41,1.39,67.66,0.049,4.82,0.69,0.84,Low,4,Pass,12.22,3,24.83,55.53,Operator_1,4.1,0.72,0
ECU_3138,Line_B,Testing,197.59,1.4,64.84,0.045,3.95,0.76,0.62,Low,0,Pass,6.82,1,30.83,35.95,Operator_15,9.47,0.53,1
ECU_3139,Line_B,Soldering,182.06,0.85,97.0,0.085,4.48,1.45,1.13,Medium,5,Fail,10.47,1,31.18,68.53,Operator_20,5.62,0.4,1
ECU_3140,Line_C,Soldering,290.54,1.37,40.7,0.077,4.37,0.83,0.24,Low,5,Fail,13.21,0,33.65,45.26,Operator_1,6.36,0.55,1
ECU_3141,Line_C,Testing,297.0,1.26,71.91,0.033,3.89,0.58,3.62,Low,1,Pass,6.39,3,31.17,32.51,Operator_6,2.28,0.5,0
ECU_3142,Line_A,Testing,201.56,1.16,35.1,0.092,3.15,0.23,4.51,Low,3,Fail,18.27,2,21.09,67.53,Operator_4,3.53,0.44,1
ECU_3143,Line_B,Assembly,221.62,1.06,59.05,0.051,3.87,0.3,3.53,Medium,2,Pass,16.23,1,21.16,37.99,Operator_13,0.33,0.28,1
ECU_3144,Line_C,Soldering,177.9,0.94,82.14,0.081,3.25,0.69,2.78,Medium,2,Fail,12.21,2,26.49,65.39,Operator_11,1.63,0.29,1
ECU_3145,Line_B,Soldering,164.43,0.93,52.17,0.065,4.06,0.56,4.2,Medium,4,Fail,17.36,2,34.14,69.12,Operator_15,1.92,0.04,0
ECU_3146,Line_B,Testing,273.77,1.43,21.57,0.046,4.26,0.16,3.42,Low,1,Pass,12.26,2,26.48,56.93,Operator_8,4.31,0.05,1
ECU_3147,Line_C,Packaging,297.08,0.86,91.65,0.04,3.46,0.11,0.03,Medium,5,Pass,11.45,0,29.79,52.99,Operator_2,2.79,0.35,0
ECU_3148,Line_C,Soldering,238.88,1.38,49.25,0.073,4.47,0.93,4.84,High,0,Pass,8.07,2,27.8,44.42,Operator_10,0.78,0.28,1
ECU_3149,Line_B,Assembly,175.21,1.24,53.55,0.013,4.75,1.37,1.46,Low,5,Pass,6.13,2,28.85,44.37,Operator_18,5.88,0.14,0
ECU_3150,Line_C,Assembly,270.54,1.23,95.91,0.057,3.26,1.17,3.74,High,0,Pass,12.44,2,31.08,41.34,Operator_3,2.43,0.82,1
ECU_3151,Line_B,Assembly,232.57,1.13,85.43,0.03,3.94,0.19,0.62,Medium,2,Fail,9.89,1,25.32,42.18,Operator_8,1.7,0.54,1
ECU_3152,Line_A,Packaging,250.16,1.15,42.01,0.053,3.81,0.97,0.28,High,4,Pass,9.14,3,21.68,37.15,Operator_5,3.87,0.36,0
